field,tile_number,filename,guide_filename,image_source
A3667,41,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_T041.fld,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_GT041.fld,DECALS
A3667,42,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_T042.fld,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_GT042.fld,DECALS
A3667,38,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_T038.fld,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_GT038.fld,DECALS
A3667,48,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_T048.fld,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_GT048.fld,DECALS
A3667,54,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_T054.fld,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_GT054.fld,DECALS
A3667,53,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_T053.fld,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_GT053.fld,DECALS
A3667,44,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_T044.fld,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_GT044.fld,DECALS
A3667,45,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_T045.fld,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_GT045.fld,DECALS
A3667,47,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_T047.fld,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_GT047.fld,DECALS
A3667,51,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_T051.fld,resources/20230906_20230917/Clusters/A3667/Tiles/A3667_GT051.fld,DECALS
A3716,42,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_T042.fld.SNAFU,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_GT042.fld.SNAFU,DECALS
A3716,29,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_T029.fld,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_GT029.fld,DECALS
A3716,37,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_T037.fld,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_GT037.fld,DECALS
A3716,36,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_T036.fld,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_GT036.fld,DECALS
A3716,31,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_T031.fld,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_GT031.fld,DECALS
A3716,30,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_T030.fld,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_GT030.fld,DECALS
A3716,32,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_T032.fld,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_GT032.fld,DECALS
A3716,33,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_T033.fld,resources/20230906_20230917/Clusters/A3716/Tiles/A3716_GT033.fld,DECALS
H01,130,resources/20230906_20230917/H01/Tiles/H01_T130.fld,resources/20230906_20230917/H01/Tiles/H01_GT130.fld,DECALS
H01,140,resources/20230906_20230917/H01/Tiles/H01_T140.fld,resources/20230906_20230917/H01/Tiles/H01_GT140.fld,DECALS
H01,208,resources/20230906_20230917/H01/Tiles/H01_T208.fld.SNAFU,resources/20230906_20230917/H01/Tiles/H01_GT208.fld.SNAFU,DECALS
H01,150,resources/20230906_20230917/H01/Tiles/H01_T150.fld,resources/20230906_20230917/H01/Tiles/H01_GT150.fld,DECALS
H01,160,resources/20230906_20230917/H01/Tiles/H01_T160.fld,resources/20230906_20230917/H01/Tiles/H01_GT160.fld,DECALS
H01,145,resources/20230906_20230917/H01/Tiles/H01_T145.fld,resources/20230906_20230917/H01/Tiles/H01_GT145.fld,DECALS
H01,155,resources/20230906_20230917/H01/Tiles/H01_T155.fld,resources/20230906_20230917/H01/Tiles/H01_GT155.fld,DECALS
H01,165,resources/20230906_20230917/H01/Tiles/H01_T165.fld,resources/20230906_20230917/H01/Tiles/H01_GT165.fld,DECALS
H01,116,resources/20230906_20230917/H01/Tiles/H01_T116.fld,resources/20230906_20230917/H01/Tiles/H01_GT116.fld,DECALS
H01,167,resources/20230906_20230917/H01/Tiles/H01_T167.fld,resources/20230906_20230917/H01/Tiles/H01_GT167.fld,DECALS
H01,181,resources/20230906_20230917/H01/Tiles/H01_T181.fld,resources/20230906_20230917/H01/Tiles/H01_GT181.fld,DECALS
H01,163,resources/20230906_20230917/H01/Tiles/H01_T163.fld,resources/20230906_20230917/H01/Tiles/H01_GT163.fld,DECALS
H01,152,resources/20230906_20230917/H01/Tiles/H01_T152.fld,resources/20230906_20230917/H01/Tiles/H01_GT152.fld,DECALS
G23,125,resources/20230906_20230917/G23/Tiles/G23_T125.fld,resources/20230906_20230917/G23/Tiles/G23_GT125.fld,KIDS
G23,164,resources/20230906_20230917/G23/Tiles/G23_T164.fld,resources/20230906_20230917/G23/Tiles/G23_GT164.fld,KIDS
G23,142,resources/20230906_20230917/G23/Tiles/G23_T142.fld,resources/20230906_20230917/G23/Tiles/G23_GT142.fld,KIDS
G23,188,resources/20230906_20230917/G23/Tiles/G23_T188.fld,resources/20230906_20230917/G23/Tiles/G23_GT188.fld,KIDS
G23,191,resources/20230906_20230917/G23/Tiles/G23_T191.fld,resources/20230906_20230917/G23/Tiles/G23_GT191.fld,KIDS
G23,194,resources/20230906_20230917/G23/Tiles/G23_T194.fld,resources/20230906_20230917/G23/Tiles/G23_GT194.fld,KIDS
G23,146,resources/20230906_20230917/G23/Tiles/G23_T146.fld,resources/20230906_20230917/G23/Tiles/G23_GT146.fld,KIDS
G23,134,resources/20230906_20230917/G23/Tiles/G23_T134.fld,resources/20230906_20230917/G23/Tiles/G23_GT134.fld,KIDS
