field,tile_number,filename,guide_filename,image_source
G12,01,resources/20230417_20230430/G12/Tiles/G12_T001.fld,resources/20230417_20230430/G12/Tiles/G12_GT001.fld,DECALS
G12,25,resources/20230417_20230430/G12/Tiles/G12_T025.fld,resources/20230417_20230430/G12/Tiles/G12_GT025.fld,DECALS
G12,18,resources/20230417_20230430/G12/Tiles/G12_T018.fld,resources/20230417_20230430/G12/Tiles/G12_GT018.fld,DECALS
G12,62,resources/20230417_20230430/G12/Tiles/G12_T062.fld,resources/20230417_20230430/G12/Tiles/G12_GT062.fld,DECALS
G12,55,resources/20230417_20230430/G12/Tiles/G12_T055.fld,resources/20230417_20230430/G12/Tiles/G12_GT055.fld,DECALS
G12,11,resources/20230417_20230430/G12/Tiles/G12_T011.fld,resources/20230417_20230430/G12/Tiles/G12_GT011.fld,DECALS
G12,21,resources/20230417_20230430/G12/Tiles/G12_T021.fld,resources/20230417_20230430/G12/Tiles/G12_GT021.fld,DECALS
G12,35,resources/20230417_20230430/G12/Tiles/G12_T035.fld,resources/20230417_20230430/G12/Tiles/G12_GT035.fld,DECALS
G12,20,resources/20230417_20230430/G12/Tiles/G12_T020.fld,resources/20230417_20230430/G12/Tiles/G12_GT020.fld,DECALS
G12,7,resources/20230417_20230430/G12/Tiles/G12_T007.fld,resources/20230417_20230430/G12/Tiles/G12_GT007.fld,DECALS
G12,52,resources/20230417_20230430/G12/Tiles/G12_T052.fld,resources/20230417_20230430/G12/Tiles/G12_GT052.fld,DECALS
G12,42,resources/20230417_20230430/G12/Tiles/G12_T042.fld,resources/20230417_20230430/G12/Tiles/G12_GT042.fld,DECALS
G12,13,resources/20230417_20230430/G12/Tiles/G12_T013.fld,resources/20230417_20230430/G12/Tiles/G12_GT013.fld,DECALS
G15,110,resources/20230417_20230430/G15/Tiles/G15_T110.fld,resources/20230417_20230430/G15/Tiles/G15_GT110.fld,DECALS
G15,93,resources/20230417_20230430/G15/Tiles/G15_T093.fld,resources/20230417_20230430/G15/Tiles/G15_GT093.fld,DECALS
G15,105,resources/20230417_20230430/G15/Tiles/G15_T105.fld,resources/20230417_20230430/G15/Tiles/G15_GT105.fld,DECALS
G15,48,resources/20230417_20230430/G15/Tiles/G15_T048.fld,resources/20230417_20230430/G15/Tiles/G15_GT048.fld,DECALS
G15,25,resources/20230417_20230430/G15/Tiles/G15_T025.fld,resources/20230417_20230430/G15/Tiles/G15_GT025.fld,DECALS
G15,42,resources/20230417_20230430/G15/Tiles/G15_T042.fld,resources/20230417_20230430/G15/Tiles/G15_GT042.fld,DECALS
G15,13,resources/20230417_20230430/G15/Tiles/G15_T013.fld,resources/20230417_20230430/G15/Tiles/G15_GT013.fld,DECALS
G15,16,resources/20230417_20230430/G15/Tiles/G15_T016.fld,resources/20230417_20230430/G15/Tiles/G15_GT016.fld,DECALS
G15,85,resources/20230417_20230430/G15/Tiles/G15_T085.fld,resources/20230417_20230430/G15/Tiles/G15_GT085.fld,DECALS
A3667,0,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_T000.fld,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_GT000.fld,DECALS
A3667,1,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_T001.fld,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_GT001.fld,DECALS
A3667,2,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_T001.fld,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_GT001.fld,DECALS
A3667,3,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_T003.fld,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_GT003.fld,DECALS
A3667,4,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_T004.fld,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_GT004.fld,DECALS
A3667,5,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_T005.fld,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_GT005.fld,DECALS
A3667,6,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_T006.fld,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_GT006.fld,DECALS
A3667,7,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_T007.fld,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_GT007.fld,DECALS
A3667,8,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_T008.fld,resources/20230417_20230430/Clusters/A3667/Tiles/A3667_GT008.fld,DECALS
