field,tile_number,filename,guide_filename,image_source
G23,0,resources/20230710_20230724/G23/Tiles/G23_T000.fld,resources/20230710_20230724/G23/Tiles/G23_GT000.fld,DECALS
G15,31,resources/20230710_20230724/G15/Tiles/G15_T031.fld,resources/20230710_20230724/G15/Tiles/G15_GT031.fld,DECALS
G15,52,resources/20230710_20230724/G15/Tiles/G15_T052.fld,resources/20230710_20230724/G15/Tiles/G15_GT052.fld,DECALS
G15,103,resources/20230710_20230724/G15/Tiles/G15_T103.fld,resources/20230710_20230724/G15/Tiles/G15_GT103.fld,DECALS
G15,118,resources/20230710_20230724/G15/Tiles/G15_T118.fld,resources/20230710_20230724/G15/Tiles/G15_GT118.fld,DECALS
G15,122,resources/20230710_20230724/G15/Tiles/G15_T122.fld,resources/20230710_20230724/G15/Tiles/G15_GT122.fld,DECALS
G15,143,resources/20230710_20230724/G15/Tiles/G15_T143.fld.snafu,resources/20230710_20230724/G15/Tiles/G15_GT143.fld.snafu,DECALS
G15,145,resources/20230710_20230724/G15/Tiles/G15_T145.fld.snafu,resources/20230710_20230724/G15/Tiles/G15_GT145.fld.snafu,DECALS
G15,139,resources/20230710_20230724/G15/Tiles/G15_T139.fld,resources/20230710_20230724/G15/Tiles/G15_GT139.fld,DECALS
G15,89,resources/20230710_20230724/G15/Tiles/G15_T089.fld,resources/20230710_20230724/G15/Tiles/G15_GT089.fld,DECALS
G23,70,resources/20230710_20230724/G23/Tiles/G23_T070.fld,resources/20230710_20230724/G23/Tiles/G23_GT070.fld,KIDS
G23,99,resources/20230710_20230724/G23/Tiles/G23_T099.fld,resources/20230710_20230724/G23/Tiles/G23_GT099.fld,KIDS
G23,100,resources/20230710_20230724/G23/Tiles/G23_T100.fld,resources/20230710_20230724/G23/Tiles/G23_GT100.fld,KIDS
G23,35,resources/20230710_20230724/G23/Tiles/G23_T035.fld,resources/20230710_20230724/G23/Tiles/G23_GT035.fld,KIDS
G23,38,resources/20230710_20230724/G23/Tiles/G23_T038.fld,resources/20230710_20230724/G23/Tiles/G23_GT038.fld,KIDS
G23,61,resources/20230710_20230724/G23/Tiles/G23_T061.fld,resources/20230710_20230724/G23/Tiles/G23_GT061.fld,KIDS
G23,53,resources/20230710_20230724/G23/Tiles/G23_T053.fld,resources/20230710_20230724/G23/Tiles/G23_GT053.fld,KIDS
G23,49,resources/20230710_20230724/G23/Tiles/G23_T049.fld,resources/20230710_20230724/G23/Tiles/G23_GT049.fld,KIDS
G23,83,resources/20230710_20230724/G23/Tiles/G23_T083.fld,resources/20230710_20230724/G23/Tiles/G23_GT083.fld,KIDS
G23,66,resources/20230710_20230724/G23/Tiles/G23_T066.fld,resources/20230710_20230724/G23/Tiles/G23_GT066.fld,KIDS
G23,58,resources/20230710_20230724/G23/Tiles/G23_T058.fld,resources/20230710_20230724/G23/Tiles/G23_GT058.fld,KIDS
A3716,2,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T002.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT002.fld,DECALS
A3716,3,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T003.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT003.fld,DECALS
A3716,4,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T004.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT004.fld,DECALS
A3716,5,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T005.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT005.fld,DECALS
A3716,6,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T006.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT006.fld,DECALS
A3716,15,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T015.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT015.fld,DECALS
A3716,27,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T027.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT027.fld,DECALS
A3716,9,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T009.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT009.fld,DECALS
A3716,21,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T021.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT021.fld,DECALS
A3716,28,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T028.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT028.fld,DECALS
A3716,26,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T026.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT026.fld,DECALS
A3716,14,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T014.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT014.fld,DECALS
A3716,16,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T016.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT016.fld,DECALS
A3716,20,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T020.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT020.fld,DECALS
A3716,22,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T022.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT022.fld,DECALS
A3716,25,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T025.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT025.fld,DECALS
A3716,12,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_T012.fld,resources/20230710_20230724/Clusters/A3716/Tiles/A3716_GT012.fld,DECALS
A3667,23,resources/20230710_20230724/Clusters/A3667/Tiles/A3667_T023.fld,resources/20230710_20230724/Clusters/A3667/Tiles/A3667_GT023.fld,DECALS
A3667,34,resources/20230710_20230724/Clusters/A3667/Tiles/A3667_T034.fld,resources/20230710_20230724/Clusters/A3667/Tiles/A3667_GT034.fld,DECALS
A3667,22,resources/20230710_20230724/Clusters/A3667/Tiles/A3667_T022.fld,resources/20230710_20230724/Clusters/A3667/Tiles/A3667_GT022.fld,DECALS
A3667,28,resources/20230710_20230724/Clusters/A3667/Tiles/A3667_T028.fld,resources/20230710_20230724/Clusters/A3667/Tiles/A3667_GT028.fld,DECALS
